inflection_point_slope,a,b,c,a_min,b_min,c_min,a_max,b_max,c_max,inflection,a_curve,b_curve,c_curve,R_squared,growth rate,locus id,
6275678.39883484,12746297.7535866,0.654449039348158,4.4487587941844,9349443.5876407,0.482176637238445,3.4956709839916,16143151.9195324,0.826721441457872,5.4018466043772,4.50201681931117,12746276.895175,4.44875286253217,1.528000114186,26922080403296.2,645961.3,PA14_37530,1
5435570.28337189,11168646.2532525,0.638550643228524,4.38406897613351,7853331.97061354,0.448297086821649,3.29535204016011,14483960.5358915,0.828804199635399,5.4727859121069,4.40061786270561,11168667.8128972,4.38407601688559,1.56605024378191,61242668785511.3,294625.3,PA14_66480,2
5397627.2608033,10864407.7254059,0.662470495762731,4.22046289104842,8213573.18381612,0.484403197962257,3.33557798824269,13515242.2669958,0.840537793563205,5.10534779385416,4.20124633444328,10864417.1459813,4.22046598241664,1.5095029936168,53678021040062.9,303943.1,PA14_01720,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662692.2,PA14_51950,1
7203713.9989626,14653407.5161459,0.61911633648777,4.75547873749626,9852452.17159138,0.449253923856281,3.57077894969964,19454362.8607005,0.788978749119259,5.94017852529288,4.80124633444328,14653440.7181023,4.75548748358724,1.61520676768482,71708912251676.1,358359.8,PA14_29220,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605843.1,PA14_32470,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657951.9,PA14_44230,1
7857525.93541639,15762709.969529,0.499628923555683,5.51418113679163,5227951.41566373,0.306140172469703,2.81775642064094,26297468.5233942,0.693117674641664,8.21060585294232,5.50207823317112,15762698.9845451,5.51417823432045,2.00148463021792,34197444201249.6,509645.8,PA14_19910,1
6458666.04494984,13260155.2504805,0.559873912908772,4.89246048758779,7026236.04479444,0.359097654564448,3.0704013619189,19494074.4561666,0.760650171253095,6.71451961325668,4.90008471164253,13260080.056433,4.89243840264025,1.78610910403891,79342464073908.2,235383.1,PA14_29320,1
7296780.36289156,14617852.6886049,0.56018971314534,5.00657776719362,8553534.1068415,0.391364793855437,3.41774172562212,20682171.2703683,0.729014632435244,6.59541380876512,5.05064476795355,14617903.5870355,5.0065910827574,1.78511376691127,64726131997564,256896.9,PA14_41530,2
6952635.65651508,13958835.9416502,0.565741299148033,4.61357091219512,8646150.32766149,0.380029165339669,3.11127289286519,19271521.5556389,0.751453432956397,6.11586893152506,4.60000518313011,13958848.4472518,4.61357440301672,1.76759356692408,84529737296611.4,77907.8,PA14_43270,1
7306253.32562054,14947942.5460803,0.614085338219225,4.9731869196409,10829020.3773348,0.486156712942392,3.99395694728735,19066864.7148257,0.742013963496057,5.95241689199445,5.00008945795807,14947934.8535895,4.97318500607,1.62843756668022,37969908212252.6,267027.9,PA14_56640,3
5767410.97209375,11693588.9847412,0.61229606998496,4.64524445131012,8243365.8189788,0.454049549896603,3.55626340908934,15143812.1505037,0.770542590073318,5.7342254935309,4.70089301010685,11693698.0402472,4.64527837551445,1.6332139391387,76044415082650.8,249566.4,PA14_16130,2
